CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE
40366711,LI GRECI'S STAATEN RESTAURANT,STATEN ISLAND,697,FOREST AVENUE                                     ,10310,7184486000,American ,2013-02-13,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,12.0,A,2013-02-13,2015-08-14,Cycle Inspection / Re-inspection
40366711,LI GRECI'S STAATEN RESTAURANT,STATEN ISLAND,697,FOREST AVENUE                                     ,10310,7184486000,American ,2013-02-13,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,12.0,A,2013-02-13,2015-08-14,Cycle Inspection / Re-inspection
40366711,LI GRECI'S STAATEN RESTAURANT,STATEN ISLAND,697,FOREST AVENUE                                     ,10310,7184486000,American ,2013-02-13,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,12.0,A,2013-02-13,2015-08-14,Cycle Inspection / Re-inspection
40366711,LI GRECI'S STAATEN RESTAURANT,STATEN ISLAND,697,FOREST AVENUE                                     ,10310,7184486000,American ,2013-02-13,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,12.0,A,2013-02-13,2015-08-14,Cycle Inspection / Re-inspection
40366711,LI GRECI'S STAATEN RESTAURANT,STATEN ISLAND,697,FOREST AVENUE                                     ,10310,7184486000,American ,2013-01-17,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,19.0,,,2015-08-14,Cycle Inspection / Initial Inspection
40366711,LI GRECI'S STAATEN RESTAURANT,STATEN ISLAND,697,FOREST AVENUE                                     ,10310,7184486000,American ,2013-01-17,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,19.0,,,2015-08-14,Cycle Inspection / Initial Inspection
40366711,LI GRECI'S STAATEN RESTAURANT,STATEN ISLAND,697,FOREST AVENUE                                     ,10310,7184486000,American ,2013-01-17,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,19.0,,,2015-08-14,Cycle Inspection / Initial Inspection
40366711,LI GRECI'S STAATEN RESTAURANT,STATEN ISLAND,697,FOREST AVENUE                                     ,10310,7184486000,American ,2013-01-17,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,19.0,,,2015-08-14,Cycle Inspection / Initial Inspection
40366711,LI GRECI'S STAATEN RESTAURANT,STATEN ISLAND,697,FOREST AVENUE                                     ,10310,7184486000,American ,2012-06-11,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,13.0,A,2012-06-11,2015-08-14,Cycle Inspection / Re-inspection
40366711,LI GRECI'S STAATEN RESTAURANT,STATEN ISLAND,697,FOREST AVENUE                                     ,10310,7184486000,American ,2012-06-11,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,13.0,A,2012-06-11,2015-08-14,Cycle Inspection / Re-inspection
40366711,LI GRECI'S STAATEN RESTAURANT,STATEN ISLAND,697,FOREST AVENUE                                     ,10310,7184486000,American ,2012-06-11,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,13.0,A,2012-06-11,2015-08-14,Cycle Inspection / Re-inspection
40387243,JIMMY MAX RESTAURANT,STATEN ISLAND,280,WATCHOGUE ROAD                                    ,10314,7189836715,American ,2015-04-08,Violations were cited in the following area(s).,02G,Cold food item held above 41å¼ F (smoked fish and reduced oxygen packaged foods above 38 å¼F) except during necessary preparation.,Critical,45.0,Z,2015-04-08,2015-08-14,Cycle Inspection / Re-inspection
40387243,JIMMY MAX RESTAURANT,STATEN ISLAND,280,WATCHOGUE ROAD                                    ,10314,7189836715,American ,2015-04-08,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,45.0,Z,2015-04-08,2015-08-14,Cycle Inspection / Re-inspection
40387243,JIMMY MAX RESTAURANT,STATEN ISLAND,280,WATCHOGUE ROAD                                    ,10314,7189836715,American ,2015-04-08,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,45.0,Z,2015-04-08,2015-08-14,Cycle Inspection / Re-inspection
40387243,JIMMY MAX RESTAURANT,STATEN ISLAND,280,WATCHOGUE ROAD                                    ,10314,7189836715,American ,2015-04-08,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,45.0,Z,2015-04-08,2015-08-14,Cycle Inspection / Re-inspection
40387243,JIMMY MAX RESTAURANT,STATEN ISLAND,280,WATCHOGUE ROAD                                    ,10314,7189836715,American ,2015-03-10,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,40.0,,,2015-08-14,Cycle Inspection / Initial Inspection
40387243,JIMMY MAX RESTAURANT,STATEN ISLAND,280,WATCHOGUE ROAD                                    ,10314,7189836715,American ,2015-03-10,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,40.0,,,2015-08-14,Cycle Inspection / Initial Inspection
40387243,JIMMY MAX RESTAURANT,STATEN ISLAND,280,WATCHOGUE ROAD                                    ,10314,7189836715,American ,2015-03-10,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,40.0,,,2015-08-14,Cycle Inspection / Initial Inspection
40387243,JIMMY MAX RESTAURANT,STATEN ISLAND,280,WATCHOGUE ROAD                                    ,10314,7189836715,American ,2015-03-10,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,40.0,,,2015-08-14,Cycle Inspection / Initial Inspection
40387243,JIMMY MAX RESTAURANT,STATEN ISLAND,280,WATCHOGUE ROAD                                    ,10314,7189836715,American ,2015-03-10,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,40.0,,,2015-08-14,Cycle Inspection / Initial Inspection
40387243,JIMMY MAX RESTAURANT,STATEN ISLAND,280,WATCHOGUE ROAD                                    ,10314,7189836715,American ,2015-03-10,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,40.0,,,2015-08-14,Cycle Inspection / Initial Inspection
40387243,JIMMY MAX RESTAURANT,STATEN ISLAND,280,WATCHOGUE ROAD                                    ,10314,7189836715,American ,2015-03-10,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,40.0,,,2015-08-14,Cycle Inspection / Initial Inspection
40387243,JIMMY MAX RESTAURANT,STATEN ISLAND,280,WATCHOGUE ROAD                                    ,10314,7189836715,American ,2014-07-15,Violations were cited in the following area(s).,02G,Cold food item held above 41å¼ F (smoked fish and reduced oxygen packaged foods above 38 å¼F) except during necessary preparation.,Critical,19.0,B,2014-07-15,2015-08-14,Cycle Inspection / Re-inspection
40387243,JIMMY MAX RESTAURANT,STATEN ISLAND,280,WATCHOGUE ROAD                                    ,10314,7189836715,American ,2014-07-15,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,19.0,B,2014-07-15,2015-08-14,Cycle Inspection / Re-inspection
40387243,JIMMY MAX RESTAURANT,STATEN ISLAND,280,WATCHOGUE ROAD                                    ,10314,7189836715,American ,2014-07-15,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,Not Critical,19.0,B,2014-07-15,2015-08-14,Cycle Inspection / Re-inspection
40387243,JIMMY MAX RESTAURANT,STATEN ISLAND,280,WATCHOGUE ROAD                                    ,10314,7189836715,American ,2014-05-20,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,26.0,,,2015-08-14,Cycle Inspection / Initial Inspection
40387243,JIMMY MAX RESTAURANT,STATEN ISLAND,280,WATCHOGUE ROAD                                    ,10314,7189836715,American ,2014-05-20,Violations were cited in the following area(s).,06B,"Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",Critical,26.0,,,2015-08-14,Cycle Inspection / Initial Inspection
40387243,JIMMY MAX RESTAURANT,STATEN ISLAND,280,WATCHOGUE ROAD                                    ,10314,7189836715,American ,2014-05-20,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,26.0,,,2015-08-14,Cycle Inspection / Initial Inspection
40387243,JIMMY MAX RESTAURANT,STATEN ISLAND,280,WATCHOGUE ROAD                                    ,10314,7189836715,American ,2014-05-20,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,Not Critical,26.0,,,2015-08-14,Cycle Inspection / Initial Inspection
40387243,JIMMY MAX RESTAURANT,STATEN ISLAND,280,WATCHOGUE ROAD                                    ,10314,7189836715,American ,2014-05-20,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,26.0,,,2015-08-14,Cycle Inspection / Initial Inspection
40387243,JIMMY MAX RESTAURANT,STATEN ISLAND,280,WATCHOGUE ROAD                                    ,10314,7189836715,American ,2014-05-20,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,26.0,,,2015-08-14,Cycle Inspection / Initial Inspection
40387243,JIMMY MAX RESTAURANT,STATEN ISLAND,280,WATCHOGUE ROAD                                    ,10314,7189836715,American ,2013-12-03,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,25.0,B,2013-12-03,2015-08-14,Cycle Inspection / Re-inspection
40387243,JIMMY MAX RESTAURANT,STATEN ISLAND,280,WATCHOGUE ROAD                                    ,10314,7189836715,American ,2013-12-03,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,25.0,B,2013-12-03,2015-08-14,Cycle Inspection / Re-inspection
40387243,JIMMY MAX RESTAURANT,STATEN ISLAND,280,WATCHOGUE ROAD                                    ,10314,7189836715,American ,2013-12-03,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,25.0,B,2013-12-03,2015-08-14,Cycle Inspection / Re-inspection
40387243,JIMMY MAX RESTAURANT,STATEN ISLAND,280,WATCHOGUE ROAD                                    ,10314,7189836715,American ,2013-12-03,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,25.0,B,2013-12-03,2015-08-14,Cycle Inspection / Re-inspection
40387243,JIMMY MAX RESTAURANT,STATEN ISLAND,280,WATCHOGUE ROAD                                    ,10314,7189836715,American ,2013-12-03,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,25.0,B,2013-12-03,2015-08-14,Cycle Inspection / Re-inspection
40387243,JIMMY MAX RESTAURANT,STATEN ISLAND,280,WATCHOGUE ROAD                                    ,10314,7189836715,American ,2013-12-03,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,25.0,B,2013-12-03,2015-08-14,Cycle Inspection / Re-inspection
40387243,JIMMY MAX RESTAURANT,STATEN ISLAND,280,WATCHOGUE ROAD                                    ,10314,7189836715,American ,2013-10-24,Violations were cited in the following area(s).,02G,Cold food item held above 41å¼ F (smoked fish and reduced oxygen packaged foods above 38 å¼F) except during necessary preparation.,Critical,41.0,,,2015-08-14,Cycle Inspection / Initial Inspection
40387243,JIMMY MAX RESTAURANT,STATEN ISLAND,280,WATCHOGUE ROAD                                    ,10314,7189836715,American ,2013-10-24,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,41.0,,,2015-08-14,Cycle Inspection / Initial Inspection
40387243,JIMMY MAX RESTAURANT,STATEN ISLAND,280,WATCHOGUE ROAD                                    ,10314,7189836715,American ,2013-10-24,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,41.0,,,2015-08-14,Cycle Inspection / Initial Inspection
40387243,JIMMY MAX RESTAURANT,STATEN ISLAND,280,WATCHOGUE ROAD                                    ,10314,7189836715,American ,2013-10-24,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,41.0,,,2015-08-14,Cycle Inspection / Initial Inspection
